RT (min),Intensity_mz_695.3790,Intensity_mz_678.3508,Intensity_mz_700.3328
9.1529865,0,0,0
9.1617093,0,0,0
9.1704343,0,0,0
9.1791592,0,0,0
9.1878843,0,0,0
9.196607,0,0,0
9.2053321,0,0,0
9.2140569,0,0,0
9.2227819,0,0,0
9.2315047,0,0,0
9.2402297,0,0,0
9.2489546,0,0,0
9.2576775,0,0,0
9.2664024,0,0,0
9.2751275,0,0,0
9.2838523,0,0,0
9.2925752,0,0,0
9.3013001,0,0,0
9.3100252,0,0,0
9.31875,0,0,0
9.3274729,0,0,0
9.3361978,0,0,0
9.344923,0,0,0
9.3536456,0,0,0
9.3623706,0,0,0
9.3710955,0,0,0
9.3798206,0,0,0
9.3885433,0,0,0
9.3972684,0,0,0
9.4059932,0,0,0
9.4147182,0,0,0
9.423441,0,0,0
9.432166,0,0,0
9.4408909,0,0,0
9.449616,0,0,0
9.4583387,0,0,0
9.4670638,0,0,0
9.4757886,0,0,0
9.4845115,0,0,0
9.4932364,0,0,0
9.5019615,0,0,0
9.5106863,0,0,0
9.5194093,0,0,0
9.5281341,0,0,0
9.5368591,0,0,0
9.545584,0,0,0
9.5543069,0,0,0
9.5630318,0,0,0
9.5717569,0,0,0
9.5804817,0,0,0
9.5892046,0,0,0
9.5979295,0,0,0
9.6066545,0,0,0
9.6153773,0,0,0
9.6241023,0,0,0
9.6328272,0,0,0
9.6415523,0,0,0
9.650275,0,0,0
9.659,0,0,0
9.6677249,0,0,0
9.6764501,0,0,0
9.6851727,0,0,0
9.6938977,0,0,0
9.7026226,0,0,0
9.7113455,0,0,0
9.7200704,0,0,0
9.7287954,0,0,0
9.7375204,0,0,0
9.7462431,0,0,0
9.7549681,0,0,0
9.763693,0,0,0
9.772416,0,0,0
9.7811408,0,0,0
9.7898658,0,0,0
9.7985907,0,0,0
9.8073137,0,0,0
9.8160385,0,0,0
9.8247636,0,0,0
9.8334884,0,0,0
9.8422113,0,0,0
9.8509362,0,0,0
9.8596613,0,0,0
9.8683861,0,0,0
9.8771091,0,0,0
9.8858339,0,0,0
9.894559,0,0,0
9.9032817,0,0,0
9.9120067,0,0,0
9.9207316,0,0,0
9.9294568,0,0,0
9.9381794,0,0,0
9.9469045,0,0,0
9.9556293,0,0,0
9.9643544,0,0,0
9.9730771,0,0,0
9.9818021,0,0,0
9.990527,0,0,0
9.9992501,0,0,0
