OTUID	15345.MO.C7.2.B14.Hypo2.1	15345.MOI.C1.D21.Hypo2.1	15345.MOI.C6.B7.Hypo1.1	15345.MOI.C7.D21.Hypo2.1	15345.MO.C10.B21.Hypo2.1	15345.MOI.C13.D7.Hypo1.2	15345.MOI.C7.2.D7.Hypo2.1	15345.MO.C7.D14.Hypo1.2	15345.ZymoMockC.C2.P4.1ng	15345.MO.C7.B1.Hypo1.1	15345.ZymoMockD.D7.P3	15345.MO.C4.D21.Hypo1.2	15345.MO.C4.2.B14.Hypo2.1	15345.MO.C7.B2.Hypo2.1	15345.MO.C4.G16.Hypo1.2	15345.MO.C3.E18.Hypo1.1	15345.MOI.C10.D7.Hypo2.1	15345.MOI.C1.D21.Hypo1.2	15345.MOI.C6.D21.Hypo2.1	15345.MO.C7.E18.Hypo1.1	15345.MO.C3.2.B3.Hypo2.1	15345.MOI.C8.D21.Hypo3.2	15345.MO.C7.B21.Hypo1.1	15345.MO.C8.D1.Hypo3.2	15345.MO.C7.G18.Hypo1.2	15345.MOI.C4.D10.Hypo3.1	15345.MO.C9.B7.Hypo1.1	15345.MOI.C4.B14.Hypo1.1	15345.ZymoPCR.F	15345.MO.C1.B21.Hypo2.1	15345.ExtBlank.H7.P3	15345.ZymoMockD.D7.P1	15345.MO.C7.B2.Hypo1.1	15345.MOI.C9.2.D7.Hypo2.1	15345.MO.C5.D21.Hypo3.2	15345.ExtBlank.G7.P3	15345.MOI.C10.B14.Hypo1.1	15345.MOI.C1.B21.Hypo1.1	15345.ZymoMockA.A7.P3	15345.MOI.C9.2.D14.Hypo2.1	15345.MO.C2.D21.Hypo3.2	15345.MO.C4.2.B3.Hypo2.1	15345.MOI.C3.2.D7.Hypo2.1	15345.ZymoMockB.B7.P1	15345.MOI.C7.B7.Hypo1.1	15345.MOI.C4.D21.Hypo2.1	15345.MO.C2.B2.Hypo1.1	15345.MO.C3.2.B2.Hypo2.1	15345.MO.C1.B21.Hypo1.1	15345.MO.C5.E16.Hypo1.1	15345.MO.C4.D10.Hypo3.2	15345.ZymoMockC.C7.P2	15345.MO.C7.B3.Hypo2.1	15345.MO.C7.B14.Hypo1.1	15345.MO.C4.D7.Hypo1.2	15345.MO.C6.B21.Hypo2.1	15345.MO.9.2.B21.Hypo2.1	15345.MO.C3.B7.Hypo1.1	15345.MO.C5.B7.Hypo2.1	15345.MO.C8.E18.Hypo1.1	15345.MO.C3.2.B14.Hypo2.1	15345.MO.C5.B1.Hypo1.1	15345.MOI.C7.2.D14.Hypo2.1	15345.MO.C4.B2.Hypo2.1	15345.MO.C1.B2.Hypo2.1	15345.MOI.C1.D14.Hypo1.2	15345.MO.C5.B2.Hypo2.1	15345.MO.C2.D1.Hypo3.1	15345.ZymoMockC.C7.P3	15345.MOI.C6.B21.Hypo1.1	15345.MOI.C5.D21.Hypo3.2	15345.MO.C8.B2.Hypo1.1	15345.PCRBlank6	15345.MOI.C1.D10.Hypo3.1	15345.MO.C7.D1.Hypo1.2	15345.ExtBlank.C11.E1	15345.MO.C4.G18.Hypo1.2	15345.MOI.C8.D10.Hypo3.2	15345.MOI.C7.B14.Hypo1.1	15345.MO.C1.B3.Hypo2.1	15345.ExtBlank.E2.P4	15345.MOI.C.4.2.D21.Hypo2.1	15345.MOI.C7.D14.Hypo1.2	15345.MOI.C4.D7.Hypo1.2	15345.MO.C4.B14.Hypo1.1	15345.ExtBlank.E7.P3	15345.MOI.C13.D21.Hypo1.2	15345.MO.C4.D21.Hypo3.1	15345.MO.C6.E18.Hypo1.1	15345.ZymoMockA.A7.P1	15345.ZymoPCR.C	15345.MOI.C7.2.D21.Hypo2.1	15345.MOI.C4.D14.Hypo2.1	15345.MO.C5.D10.Hypo3.2	15345.ZymoMockB.B2.P4	15345.MO.C6.E17.Hypo1.1	15345.MOI.C4.2.D7.Hypo2.1	15345.MO.C9.B21.Hypo1.1	15345.MO.C7.B7.Hypo2.1	15345.MO.C4.2.B2.Hypo2.1	15345.MO.C6.B21.Hypo1.1	15345.MO.C13.D21.Hypo1.2	15345.MO.C3.E17.Hypo1.1	15345.MO.C5.B3.Hypo2.1	15345.MO.C4.D14.Hypo1.2	15345.MO.C10.E17.Hypo1.1	15345.MO.C4.D10.Hypo3.1	15345.MOI.C10.D14.Hypo2.1	15345.MO.9.2.B3.Hypo2.1	15345.ZymoMockA.A2.P4.1ng	15345.MOI.C7.D7.Hypo2.1	15345.MO.C2.D21.Hypo3.1	15345.ExtBlank.H7.P1	15345.PCRBlank4	15345.MO.C10.B14.Hypo1.1	15345.MO.C8.B7.Hypo1.1	15345.MOI.C13.D14.Hypo1.2	15345.MOI.C2.D10.Hypo3.1	15345.MOI.C1.D7.Hypo1.2	15345.ExtBlank.E7.P2	15345.MO.C3.D1.Hypo3.1	15345.MO.C10.B14.Hypo2.1	15345.MO.C3.B2.Hypo1.1	15345.MO.C8.D10.Hypo3.2	15345.MO.C7.E16.Hypo1.1	15345.MO.C6.B14.Hypo2.1	15345.MO.C4.B1.Hypo2.1	15345.MO.C13.D1.Hypo1.2	15345.MO.C1.B1.Hypo1.1	15345.PCRBlank10	15345.MO.C8.D21.Hypo3.2	15345.MO.C4.D1.Hypo3.1	15345.MO.C6.B7.Hypo1.1	15345.MO.C4.D1.Hypo3.2	15345.MOI.C4.B21.Hypo1.1	15345.MO.C6.B1.Hypo1.1	15345.MOI.C8.B7.Hypo1.1	15345.MO.C4.2.B1.Hypo2.1	15345.MO.C3.D10.Hypo3.1	15345.PCRBlank1	15345.MO.C7.E17.Hypo1.1	15345.MOI.C3.D21.Hypo3.2	15345.MO.C8.E17.Hypo1.1	15345.MO.C7.B7.Hypo1.1	15345.PCRBlank5	15345.MO.C10.B3.Hypo2.1	15345.MO.C4.D1.Hypo1.2	15345.MO.C4.B14.Hypo2.1	15345.MO.C1.B14.Hypo2.1	15345.MO.C8.B14.Hypo1.1	15345.MO.C1.E18.Hypo1.1	15345.MO.C3.D1.Hypo3.2	15345.MO.C7.D21.Hypo3.2	15345.MO.9.2.B7.Hypo2.1	15345.MO.C6.B3.Hypo2.1	15345.MO.C5.B7.Hypo1.1	15345.MOI.C10.B7.Hypo1.1	15345.ZymoMockD.D2.P4.1ng	15345.MO.C9.B1.Hypo1.1	15345.MOI.C4.2.D14.Hypo2.1	15345.ZymoPCR.A	15345.ZymoMockB.B2.P4.1ng	15345.MO.C1.B7.Hypo2.1	15345.MO.C1.G16.Hypo1.2	15345.MO.C3.2.B7.Hypo2.1	15345.MOI.C4.D10.Hypo3.2	15345.MO.C13.D14.Hypo1.2	15345.MOI.C10.B21.Hypo1.1	15345.MO.C2.D10.Hypo3.1	15345.MOI.C8.B14.Hypo1.1	15345.MO.C4.B21.Hypo2.1	15345.MO.C3.B21.Hypo1.1	15345.MO.C1.D10.Hypo3.1	15345.MO.C7.2.B7.Hypo2.1	15345.PCRBlank8	15345.MO.C1.B2.Hypo1.1	15345.MO.C6.B1.Hypo2.1	15345.ZymoPCR.B	15345.MO.C7.D21.Hypo1.2	15345.MO.C7.2.B2.Hypo2.1	15345.MO.C3.D21.Hypo3.2	15345.MO.C2.D10.Hypo3.2	15345.MOI.C6.D21.Hypo3.2	15345.ZymoMockC.C7.P1	15345.MO.C8.B1.Hypo1.1	15345.MOI.C7.D21.Hypo3.2	15345.MO.C5.E17.Hypo1.1	15345.MO.C13.G18.Hypo1.2	15345.MO.C4.B21.Hypo1.1	15345.MOI.C9.2.D21.Hypo2.1	15345.MOI.C6.B14.Hypo1.1	15345.ExtBlank.E2.P4.1ng	15345.MO.C7.G16.Hypo1.2	15345.MO.C6.B7.Hypo2.1	15345.MO.C7.B1.Hypo2.1	15345.PCRBlank3	15345.MO.9.2.B1.Hypo2.1	15345.MO.C5.D1.Hypo3.2	15345.MO.C1.D21.Hypo3.2	15345.MO.C9.B14.Hypo1.1	15345.MO.C1.D7.Hypo1.2	15345.MO.C7.2.B21.Hypo2.1	15345.MO.C9.E16.Hypo1.1	15345.MOI.C3.2.D21.Hypo2.1	15345.MOI.C7.B21.Hypo1.1	15345.ZymoMockD.D7.P2	15345.MO.C4.D21.Hypo3.2	15345.MO.C2.E18.Hypo1.1	15345.MO.C8.E16.Hypo1.1	15345.MO.C1.G18.Hypo1.2	15345.MO.C7.D10.Hypo3.2	15345.MOI.C4.D14.Hypo1.2	15345.ZymoPCR.E	15345.MOI.C6.D10.Hypo3.2	15345.MO.C4.B3.Hypo2.1	15345.MO.C2.E16.Hypo1.1	15345.ExtBlank.H7.P2	15345.MO.C10.B7.Hypo1.1	15345.MOI.C2.D21.Hypo3.1	15345.MO.C1.D1.Hypo1.2	15345.MO.C1.B7.Hypo1.1	15345.ExtBlank.G2.P4	15345.ZymoMockB.B7.P2	15345.MOI.C2.D10.Hypo3.2	15345.MO.C10.B2.Hypo1.1	15345.MO.C13.D7.Hypo1.2	15345.MO.C2.B1.Hypo1.1	15345.MOI.C3.D10.Hypo3.2	15345.ExtBlank.F7.P1	15345.MO.C10.B21.Hypo1.1	15345.ZymoMockB.B7.P3	15345.ZymoMockD.D2.P4	15345.ZymoPCR.D	15345.PCRBlank9	15345.MOI.C10.D21.Hypo2.1	15345.MO.C5.B21.Hypo1.1	15345.MO.C1.D21.Hypo1.2	15345.MO.C4.B1.Hypo1.1	15345.ExtBlank.F2.P4.1ng	15345.MO.C4.E17.Hypo1.1	15345.ExtBlank.F7.P3	15345.MOI.C6.D7.Hypo2.1	15345.MO.C10.B1.Hypo2.1	15345.MO.C1.D1.Hypo3.1	15345.MO.C6.E16.Hypo1.1	15345.MO.C1.D10.Hypo3.2	15345.MO.C4.B7.Hypo2.1	15345.MOI.C5.D10.Hypo3.2	15345.ZymoPCR.G	15345.ExtBlank.G2.P4.1ng	15345.MOI.C3.2.D14.Hypo2.1	15345.MO.C6.D21.Hypo3.2	15345.MOI.C6.D14.Hypo2.1	15345.MO.C7.D1.Hypo3.2	15345.MO.C5.B21.Hypo2.1	15345.MO.C7.B21.Hypo2.1	15345.MOI.C4.D21.Hypo3.1	15345.MO.C6.B2.Hypo2.1	15345.MO.9.2.B14.Hypo2.1	15345.MO.C5.B14.Hypo2.1	15345.MO.C4.2.B7.Hypo2.1	15345.MO.C13.G16.Hypo1.2	15345.MO.C4.E18.Hypo1.1	15345.MO.C3.B14.Hypo1.1	15345.MO.C7.2.B3.Hypo2.1	15345.MO.C6.D1.Hypo3.2	15345.MO.C1.B1.Hypo2.1	15345.MO.C4.E16.Hypo1.1	15345.ZymoMockA.A7.P2	15345.ExtBlank.G7.P1	15345.MO.C3.D10.Hypo3.2	15345.MO.C1.D14.Hypo1.2	15345.MO.C2.E17.Hypo1.1	15345.MO.C10.B1.Hypo1.1	15345.MO.C7.2.B1.Hypo2.1	15345.MO.C1.D1.Hypo3.2	15345.MOI.C7.D10.Hypo3.2	15345.MO.C10.E18.Hypo1.1	15345.MO.9.2.B2.Hypo2.1	15345.MO.C3.E16.Hypo1.1	15345.PCRBlank7	15345.MO.C9.B2.Hypo1.1	15345.ZymoMockC.C2.P4	15345.MO.C1.D21.Hypo3.1	15345.MO.C6.D10.Hypo3.2	15345.MOI.C8.B21.Hypo1.1	15345.MO.C10.B7.Hypo2.1	15345.MOI.C4.D7.Hypo2.1	15345.MO.C4.2.B21.Hypo2.1	15345.MOI.C4.D21.Hypo1.2	15345.MO.C6.B14.Hypo1.1	15345.MO.C4.B7.Hypo1.1	15345.MOI.C2.D21.Hypo3.2	15345.MO.C3.B1.Hypo1.1	15345.MOI.C3.D21.Hypo3.1	15345.MOI.C7.D21.Hypo1.2	15345.PCRBlank2	15345.MO.C1.E17.Hypo1.1	15345.MO.C10.B2.Hypo2.1	15345.ZymoMockA.A2.P4	15345.MO.C6.B2.Hypo1.1	15345.ExtBlank.F2.P4	15345.MO.C5.B14.Hypo1.1	15345.MO.C4.B2.Hypo1.1	15345.MO.C10.E16.Hypo1.1	15345.MO.C5.B1.Hypo2.1	15345.MOI.C1.D7.Hypo2.1	15345.MO.C1.E16.Hypo1.1	15345.MO.C1.B14.Hypo1.1	15345.MO.C2.D1.Hypo3.2	15345.MO.C3.2.B21.Hypo2.1	15345.MO.C3.2.B1.Hypo2.1	15345.MOI.C4.D21.Hypo3.2	15345.MOI.C1.D21.Hypo3.1
ko00010	5802	22098	2170	26694	15009	31313	914	41510	187029	45294	16867	52652	21125	80736	78030	26433	19341	28124	34423	1358	55189	57768	87363	88085	48936	13483	74404	5954	199460	16711	26	344	0	0	19844	3	71164	45199	237689	307	16700	25414	146600	265642	231	81315	19940	56513	160053	8876	88136	34323	119457	94216	24798	15734	22972	33078	79825	105	17834	28018	1436	2950	29750	9819	142297	17236	145216	64749	86948	60630	4	801	67594	57	72038	33629	621	9	43	42422	1733	248	19325	112	90133	19050	103	132064	11409	52111	13500	47664	292353	9741	120296	46319	52164	26052	48301	26313	31612	124465	34961	3948	9632	2909	25185	142412	2254	24762	34	0	15165	86525	2433	10183	4914	43	26563	13197	20914	54717	27705	6182	8997	36369	27655	8	83276	4208	71883	30332	36178	2785	870	23776	17894	0	21067	65581	59993	38076	18	35973	131316	16653	137109	66421	26496	26433	21055	29117	102425	27698	132	29359	11069	8355	122509	197125	20966	126544	16420	1207	56638	32605	20815	55201	104183	12272	9564	11749	8	22012	17108	41696	0	29585	48754	59160	55878	127334	79754	59941	32750	28864	32384	30544	1769	2730	57918	33228	13910	4	16510	16620	12524	73952	33553	25357	44813	28943	64893	6004	75924	8278	68706	64397	15561	62070	201554	26220	0	43012	26	23167	24456	95927	0	77	258778	1475	69960	32427	16595	13473	69	88657	20037	4253	487	3	29737	32143	67663	27931	2855	31475	34	650	19106	38203	41234	51155	19348	2821	3892	528	665	20900	4403	55640	11581	17737	38057	141869	14633	4102	23597	84771	29105	27287	18974	31335	14267	24618	155030	70	56677	31627	55411	1173	14177	39818	3851	820	6	22438	0	77	11265	43340	17902	45034	22568	30749	10301	70347	42765	30879	52987	43120	36284	109625	39	63950	31891	179219	102468	39	32220	18161	36833	31263	8660	20555	35080	65459	16423	16677	68083	22708
ko00020	5566	21333	2367	29039	19600	33720	970	46608	351570	60438	32683	65646	19083	105828	101968	38108	16273	34721	45972	1589	88042	74000	133897	115044	67172	27065	107768	11513	344302	18084	74	885	0	0	24698	1	112259	59143	458835	656	20377	28065	332730	511148	172	164260	22046	78622	165114	10457	122070	65390	162800	143024	31856	21048	26400	43596	123354	61	17778	35415	2691	6528	34634	13992	200060	18839	282476	88178	123420	87738	8	913	94486	326	103848	41869	1046	9	79	49748	1625	587	23902	208	118487	22614	70	257010	19958	61056	21020	65626	537770	11075	259341	64551	71170	32151	68047	31025	39035	184844	44381	3149	13766	3530	33634	267038	2639	24661	49	0	22028	133618	3183	14158	5931	36	38530	16310	30479	72100	36559	7698	9130	51290	40549	220	83482	4170	110873	38803	53870	2447	1194	31360	26572	6	21535	99172	70391	47423	29	53874	187194	19423	110949	102798	34044	35797	22768	34195	144210	42371	167	58889	9543	10249	210809	363732	20320	172591	22355	1587	72002	45838	23138	88497	252242	13602	10621	11775	62	34591	19883	73338	0	37445	65469	75174	75007	243475	60248	89543	42483	37902	42387	31001	3608	3577	78775	49128	15890	4	19258	20308	14080	101726	41352	12180	58984	36980	107460	10894	99837	10025	80038	96454	17589	66515	357620	38964	2	55118	28	35012	24961	133776	0	231	496442	2269	126959	38754	19992	36575	262	144417	38115	7611	1187	3	37091	46018	73404	38711	6311	40347	65	927	23996	47351	61056	70490	24026	4493	7419	1789	934	25596	7335	68889	16286	16635	52788	207824	15372	4869	30387	113602	35831	30813	22826	40488	16761	29105	301489	54	75055	40167	65165	937	16827	49907	3157	743	6	27595	0	78	21314	46669	22538	67660	31464	46137	9331	83720	69315	39259	75871	62335	47383	162450	23	73774	49599	338834	145669	69	43661	26577	42993	34333	5736	20673	44976	80419	20114	21388	86368	31654
ko00030	4371	24408	1175	26433	12125	28096	785	32776	249480	51701	22702	44258	18073	83535	57723	26725	14058	22655	29021	1033	60052	44425	68339	64607	36501	13634	83188	4924	273126	15051	26	404	0	0	12882	1	43417	45725	320504	225	11073	19454	187541	350643	121	91192	19376	57595	198552	7202	78131	46878	124072	71089	20035	12744	16208	29462	85344	128	14662	27037	1090	2340	24351	8255	146120	14237	192115	66746	62360	63514	34	159	48705	70	84020	28855	450	0	62	42008	927	220	17487	71	65826	15934	38	177289	16164	47055	15554	28459	394364	9400	154048	40762	52569	23759	41653	19894	31867	136425	44919	4555	7350	2137	23077	194504	2500	19583	36	0	9890	67209	2799	6958	5998	23	17430	10346	17736	37792	29567	4578	8937	26229	27595	0	83240	3042	54318	21031	29261	4865	795	18000	12888	11	20754	46785	79871	38375	40	23428	102756	13267	158638	53570	29547	17117	18108	24225	113082	19405	315	42219	8770	8673	175007	269945	16144	89663	12801	987	40861	25860	17110	43170	126876	12945	7183	8000	52	20576	12961	58597	0	26687	32896	39522	35718	169998	125769	43400	37910	22274	31637	33582	1520	2047	44427	28027	10836	5	14092	12214	9245	78662	25915	12078	42424	20524	45913	7770	52596	8500	77832	54084	11896	73573	297902	18751	0	36598	31	14674	24310	62162	2	40	344230	1302	115076	24072	17439	11953	38	62935	26180	5292	827	107	26235	24640	56488	22015	2858	29606	53	568	14359	30036	39034	33206	15778	2042	4860	884	767	14627	6593	40439	10635	11631	28116	156113	13598	3509	19563	64591	26417	27007	13791	23444	11096	22420	205921	52	37119	22651	56184	1697	12305	29097	4086	901	8	20890	0	55	15402	40838	9466	34046	14041	31831	7408	60091	34704	25630	31033	41277	34877	103084	20	69586	22088	241387	106979	33	26247	14439	35452	16964	5833	21474	32789	52896	11884	11738	42849	20824
ko00040	694	6637	185	6549	2727	4001	111	7668	43095	14846	4117	11062	2833	23604	15413	6809	1846	5886	6714	194	13772	11651	15966	16256	10008	3231	23876	1006	42598	3464	0	75	0	0	2618	0	7169	14190	56987	65	1762	3599	40153	62917	19	19775	5724	14162	47767	2168	20276	8417	31855	16427	5635	3016	3190	9338	18254	37	1855	7914	178	442	4908	1835	34536	3181	35016	21443	14481	18309	10	40	13205	32	20312	7209	172	0	4	12111	126	46	4657	9	15139	3389	16	32341	2541	12549	2645	5526	65708	1843	36523	12002	13559	5394	9528	3910	8580	32814	7555	1247	1567	360	4948	34068	271	3402	4	0	2172	16265	421	1211	830	7	2550	2390	4808	10208	7036	1276	2579	5613	5723	16	14881	539	13516	5175	7481	774	184	3943	2252	0	4414	10107	17625	11721	0	3545	28100	2959	15491	13460	7487	3615	3361	5538	27314	3086	104	6840	2040	1848	25208	45041	3284	23424	2533	260	8918	7418	2983	9075	28800	4176	1604	1599	0	4496	2819	8551	0	6805	8491	4502	7358	31036	19908	10205	8495	5367	7596	8894	181	367	11978	5334	2673	0	3333	2779	1985	25668	6403	489	10809	4030	9822	1465	14280	2065	20068	13156	2613	13187	43235	4458	0	9025	16	2769	6458	14864	0	4	60926	229	28261	5087	4823	2089	14	13687	4714	891	218	0	6815	6450	13941	5999	528	8585	1	114	2711	5635	7848	7402	3763	452	1001	243	18	3386	2016	9423	2664	2336	5720	34916	3355	728	4257	16312	7876	8426	2526	5703	2623	6051	37209	5	6842	5722	14661	263	2509	6992	252	209	0	5667	0	14	2659	10488	1188	8357	2211	4469	1403	14818	7690	6773	3803	11011	9497	31852	0	18335	4062	42105	31863	3	8029	3553	9469	1441	262	7051	8385	11224	2018	2330	9942	5694
ko00051	340	2105	288	1471	919	1504	23	2454	16729	4239	1898	2356	875	9331	3418	2045	654	1376	2547	67	4366	2277	5773	3073	1627	939	8650	224	15963	960	2	37	0	0	599	0	2435	3310	24111	13	1019	943	12211	27254	0	8040	1540	5028	15396	726	4350	3729	11089	5382	956	1071	1212	2822	4703	16	751	2483	41	269	1631	405	10775	932	14611	6754	4383	6165	0	4	2527	0	5117	1203	50	0	0	3237	55	26	1189	2	3784	1327	0	13860	892	4560	931	1469	27890	700	10702	4031	4634	1783	3540	899	2754	9241	1930	319	565	143	1494	13030	44	1516	3	0	493	5075	22	223	384	0	1132	868	1599	1697	2364	339	719	1334	2372	0	2161	207	4744	1101	2587	73	48	1316	823	0	1365	3894	5770	3344	0	1455	4624	986	3306	4697	2277	874	1243	1866	9784	1615	10	3510	521	255	9786	18967	1067	3631	1067	23	2044	1982	1035	3477	12812	1083	677	587	0	1793	1014	3333	0	2255	1413	1939	1890	13785	1322	2980	3153	1295	1944	2645	58	218	2171	2023	1037	0	1062	791	783	8003	1237	112	4052	1379	3702	550	2077	590	6211	3637	1010	3476	16474	883	4	2823	0	784	1871	3043	0	10	26505	39	5460	1428	1232	1457	2	3253	1979	352	45	0	1812	2194	3524	2072	251	2640	6	63	1125	2224	3708	1556	1084	43	601	32	129	683	76	3012	847	800	2012	12321	1088	310	1212	3189	2309	2217	982	1071	876	1981	15557	2	1508	1211	4155	29	923	1229	44	66	0	1572	0	0	1234	4157	528	3037	932	1283	427	2485	2982	2302	2217	3804	2600	8306	4	5755	1540	17655	10601	4	2358	1276	2658	560	144	1424	2484	1921	852	895	2166	1912
ko00052	1119	4785	316	5414	3119	6280	138	7819	41761	11519	4018	11440	4381	16506	15385	7037	3914	5709	6027	205	10987	12214	16433	17976	9943	3483	17446	850	54193	3427	0	43	0	0	3518	4	12276	10176	59930	43	2751	4647	33101	63008	26	19112	4805	10669	39442	1825	18238	8169	24273	17984	5101	3023	3961	8406	14700	28	3519	6865	214	393	5172	1978	25537	3455	34240	14332	16147	12927	0	89	13572	0	15456	7512	175	0	4	9253	235	61	3933	7	17496	3402	15	31518	2869	10115	3590	7865	71309	2032	31532	9030	9734	5024	9189	5129	7392	23014	8674	832	1880	559	4780	35535	547	4602	6	0	2733	16276	906	1093	988	6	4467	2551	5262	10726	6965	1215	1902	6757	7599	0	20960	701	12996	5764	6561	1105	230	4329	3034	0	4188	11857	15311	8179	0	5822	27434	3220	39519	13126	7156	4722	4386	5312	19556	5924	54	6969	1974	1663	33423	50371	3907	24648	2864	395	10491	6307	3989	10537	25840	2857	1711	2024	0	5608	3348	11133	0	5937	9085	10127	10034	30148	32573	10719	8352	5712	7052	6516	266	521	11915	6365	2562	0	3078	3128	2453	16054	7062	3137	10254	5251	11249	1466	15200	1967	16975	13312	3011	14348	58004	4773	0	9105	6	3958	4875	18007	3	4	60554	166	16268	6169	4294	1477	7	14504	4591	1057	154	0	5627	6801	13635	6389	680	7162	5	185	3295	6967	9879	9194	4007	673	1132	46	112	4204	1176	10792	2401	2959	6949	25488	3051	771	4692	17056	6346	5903	3261	6159	2562	5572	36890	10	10255	6157	12351	426	2837	8111	888	216	0	4804	0	21	2606	9050	3341	8201	3848	7207	1890	15100	7799	6618	8599	11183	7361	25572	0	16158	5494	45022	21949	26	7182	4137	8354	4402	1365	4982	8115	13920	3122	2800	13034	4800
ko00053	678	2850	339	2476	1556	3750	70	4423	41769	6841	4376	5056	2586	12274	6929	3136	2291	2525	3811	75	8530	4692	9577	7045	3839	2487	12029	455	40277	1922	2	71	0	0	1299	0	5423	5404	57296	39	1892	2075	33261	64729	16	17722	2550	7104	18812	1074	10014	8717	15738	9313	2002	1823	2216	4301	10082	17	1845	3710	75	383	2681	893	17438	1648	35629	9407	8265	8481	0	44	5283	0	10727	2809	94	0	0	5067	84	52	1821	11	7513	2150	8	32447	2217	6783	2284	3158	67541	938	29161	5749	7130	3045	5331	2079	3725	15967	6342	345	898	253	2536	33364	241	3067	8	0	1093	8814	470	1090	648	0	2274	1464	2466	3842	3407	643	1180	2750	3794	8	9113	357	7990	2332	4164	826	93	2519	1570	0	1822	7214	7344	4569	0	3054	10064	1761	26050	7564	3215	1937	2498	3250	13920	2661	18	6881	1098	831	25512	45216	2141	8582	1739	153	4342	3723	2095	5784	27620	1655	1056	1069	0	2986	1835	8698	0	3678	3351	5282	4141	31802	21710	5928	4282	2605	3492	3906	119	218	4664	3711	1808	0	1758	1396	1407	10971	2668	1214	5906	2734	6914	1271	5032	814	8056	6900	1797	8904	42142	2076	4	4315	0	1902	2703	7101	0	14	63496	184	21904	2906	2017	2117	19	9100	4829	917	157	0	3298	3545	6832	3433	434	3991	7	77	1893	4520	5509	3593	1938	228	1258	119	147	1513	776	5811	1483	1568	3635	17070	1693	484	2652	6577	3756	3354	1763	2459	1499	2846	37601	7	4039	2449	5861	245	1758	3194	462	68	0	2240	0	7	2749	5770	1060	4958	1999	5076	956	6223	4787	3759	4831	5692	4420	15552	4	7605	3062	42550	14648	4	3707	2113	3741	1792	771	1972	3649	5237	1693	1471	4471	3191
ko00061	5849	17936	4048	26970	13576	22038	911	35833	225206	45041	19273	47196	14369	62407	73996	98987	12184	26343	34301	1062	45583	53200	98308	82080	43994	13732	84228	3578	227149	16743	50	155	0	0	15636	0	80128	41430	273509	507	20665	21217	163412	305594	203	111715	23628	43359	505401	6313	85723	39473	90564	98963	23343	14861	21893	45898	64331	32	14721	53850	2341	3740	34101	8885	106512	19035	169146	55674	97211	64691	2	115	62076	216	59692	26119	621	0	37	40863	668	150	15852	86	98890	18004	61	148694	14776	42187	13201	42544	342644	19850	148370	38746	39285	22073	83357	20433	63172	97144	23322	3042	10582	2552	22192	165463	1827	21459	96	0	15654	85572	3537	8183	3995	30	27956	13988	34759	50012	96267	4797	9088	41684	160718	0	76134	3351	68638	31608	32779	6135	1256	21120	15918	0	44201	78045	249714	58039	0	35393	121460	17458	147454	72738	103149	24687	13985	22491	78113	73926	202	37337	11887	7355	145248	228532	22526	114924	13868	2197	55029	46108	20436	74091	163565	10989	10024	10352	48	91592	16525	51657	0	28169	47126	74812	60892	145067	148824	58441	118262	30413	46833	30826	1262	1008	51627	29474	13562	0	14760	15879	10371	62740	27744	4439	98871	30334	66387	7173	77905	15845	200218	57098	11320	43547	242826	21933	0	62800	47	29171	23782	89507	0	105	299340	899	137567	28997	37007	10161	66	91651	23596	4721	616	0	27499	33900	53032	39321	3944	48817	70	959	22668	32768	148815	50310	17497	3386	6334	308	446	22221	3911	51105	10669	12645	40096	110949	15396	3318	20954	86939	45516	23155	21135	28427	16192	33889	176623	3	51055	27411	125705	1908	12090	37329	2295	214	0	26602	0	7	13138	39987	24800	41804	22165	32127	6313	58314	61629	55895	61607	92334	35158	100399	0	141872	35735	209132	104409	9	29802	30596	69732	24009	2770	30890	44104	50388	20144	15694	88080	22222
