SampleID,Tube_Name,Box,Cage,Day,Amp,Hypothesis,Batch,Mother_Infant
ZymoMockA_A2_P4_1ng,NA,NA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA
ZymoMockA_A7_P1,NA,NA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA
ZymoMockA_A7_P2,NA,NA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA
ZymoMockA_A7_P3,NA,NA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA,ZymoMockA
ZymoMockB_B2_P4,NA,NA,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB
ZymoMockB_B2_P4_1ng,NA,NA,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB
ZymoMockB_B7_P1,NA,NA,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB
ZymoMockB_B7_P2,NA,NA,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB
ZymoMockB_B7_P3,NA,NA,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB,ZymoMockB
ZymoMockC_C2_P4,NA,NA,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC
ZymoMockC_C2_P4_1ng,NA,NA,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC
ZymoMockC_C7_P1,NA,NA,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC
ZymoMockC_C7_P2,NA,NA,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC
ZymoMockC_C7_P3,NA,NA,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC,ZymoMockC
ZymoMockD_D2_P4,NA,NA,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD
ZymoMockD_D2_P4_1ng,NA,NA,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD
ZymoMockD_D7_P1,NA,NA,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD
ZymoMockD_D7_P2,NA,NA,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD
ZymoMockD_D7_P3,NA,NA,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD,ZymoMockD
ZymoPCR_A,NA,NA,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR
ZymoPCR_B,NA,NA,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR
ZymoPCR_C,NA,NA,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR
ZymoPCR_D,NA,NA,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR
ZymoPCR_E,NA,NA,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR
ZymoPCR_F,NA,NA,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR
ZymoPCR_G,NA,NA,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR,ZymoPCR
